Year,Month,State,industrial_usage
2019,12,VT,120
2020,1,VT,123
2020,2,VT,110
2020,3,VT,111
2020,4,VT,99
2001,1,NJ,1062
2001,2,NJ,997
2001,3,NJ,1043
2001,4,NJ,1014
2001,5,NJ,1064
2001,6,NJ,1108
2001,7,NJ,1100
2001,8,NJ,1155
2001,9,NJ,1105
2001,10,NJ,1076
2001,11,NJ,1013
2001,12,NJ,968
2002,1,NJ,891
2002,2,NJ,855
2002,3,NJ,930
2002,4,NJ,947
2002,5,NJ,976
2002,6,NJ,1037
2002,7,NJ,1095
2002,8,NJ,1117
2002,9,NJ,831
2002,10,NJ,980
2002,11,NJ,898
2002,12,NJ,918
2003,1,NJ,1014
2003,2,NJ,951
2003,3,NJ,920
2003,4,NJ,880
2003,5,NJ,1168
2003,6,NJ,1056
2003,7,NJ,1160
2003,8,NJ,1027
2003,9,NJ,1133
2003,10,NJ,1040
2003,11,NJ,883
2003,12,NJ,984
2004,1,NJ,853
2004,2,NJ,907
2004,3,NJ,931
2004,4,NJ,903
2004,5,NJ,964
2004,6,NJ,956
2004,7,NJ,1006
2004,8,NJ,1047
2004,9,NJ,901
2004,10,NJ,941
2004,11,NJ,947
2004,12,NJ,854
2005,1,NJ,937
2005,2,NJ,902
2005,3,NJ,935
2005,4,NJ,928
2005,5,NJ,963
2005,6,NJ,986
2005,7,NJ,1006
2005,8,NJ,1226
2005,9,NJ,1058
2005,10,NJ,1037
2005,11,NJ,959
2005,12,NJ,924
2006,1,NJ,990
2006,2,NJ,950
2006,3,NJ,869
2006,4,NJ,978
2006,5,NJ,996
2006,6,NJ,866
2006,7,NJ,1083
2006,8,NJ,1071
2006,9,NJ,1025
2006,10,NJ,835
2006,11,NJ,939
2006,12,NJ,728
2007,1,NJ,854
2007,2,NJ,790
2007,3,NJ,932
2007,4,NJ,913
2007,5,NJ,957
2007,6,NJ,889
2007,7,NJ,942
2007,8,NJ,1006
2007,9,NJ,886
2007,10,NJ,1035
2007,11,NJ,923
2007,12,NJ,887
2008,1,NJ,881
2008,2,NJ,875
2008,3,NJ,885
2008,4,NJ,878
2008,5,NJ,883
2008,6,NJ,880
2008,7,NJ,900
2008,8,NJ,906
2008,9,NJ,930
2008,10,NJ,904
2008,11,NJ,834
2008,12,NJ,781
2009,1,NJ,665
2009,2,NJ,667
2009,3,NJ,723
2009,4,NJ,539
2009,5,NJ,820
2009,6,NJ,704
2009,7,NJ,686
2009,8,NJ,829
2009,9,NJ,646
2009,10,NJ,695
2009,11,NJ,618
2009,12,NJ,659
2010,1,NJ,681
2010,2,NJ,646
2010,3,NJ,705
2010,4,NJ,674
2010,5,NJ,702
2010,6,NJ,706
2010,7,NJ,765
2010,8,NJ,738
2010,9,NJ,732
2010,10,NJ,747
2010,11,NJ,668
2010,12,NJ,663
2011,1,NJ,629
2011,2,NJ,647
2011,3,NJ,707
2011,4,NJ,644
2011,5,NJ,719
2011,6,NJ,685
2011,7,NJ,717
2011,8,NJ,701
2011,9,NJ,691
2011,10,NJ,636
2011,11,NJ,651
2011,12,NJ,606
2012,1,NJ,636
2012,2,NJ,618
2012,3,NJ,656
2012,4,NJ,663
2012,5,NJ,735
2012,6,NJ,663
2012,7,NJ,673
2012,8,NJ,718
2012,9,NJ,637
2012,10,NJ,622
2012,11,NJ,567
2012,12,NJ,574
2013,1,NJ,688
2013,2,NJ,611
2013,3,NJ,644
2013,4,NJ,567
2013,5,NJ,635
2013,6,NJ,616
2013,7,NJ,662
2013,8,NJ,674
2013,9,NJ,599
2013,10,NJ,659
2013,11,NJ,626
2013,12,NJ,583
2014,1,NJ,646
2014,2,NJ,573
2014,3,NJ,644
2014,4,NJ,634
2014,5,NJ,629
2014,6,NJ,650
2014,7,NJ,661
2014,8,NJ,650
2014,9,NJ,623
2014,10,NJ,656
2014,11,NJ,538
2014,12,NJ,614
2015,1,NJ,617
2015,2,NJ,605
2015,3,NJ,605
2015,4,NJ,573
2015,5,NJ,647
2015,6,NJ,629
2015,7,NJ,660
2015,8,NJ,651
2015,9,NJ,568
2015,10,NJ,614
2015,11,NJ,614
2015,12,NJ,538
2016,1,NJ,581
2016,2,NJ,584
2016,3,NJ,600
2016,4,NJ,565
2016,5,NJ,620
2016,6,NJ,615
2016,7,NJ,654
2016,8,NJ,682
2016,9,NJ,589
2016,10,NJ,642
2016,11,NJ,568
2016,12,NJ,593
2017,1,NJ,574
2017,2,NJ,620
2017,3,NJ,657
2017,4,NJ,568
2017,5,NJ,623
2017,6,NJ,632
2017,7,NJ,646
2017,8,NJ,647
2017,9,NJ,595
2017,10,NJ,601
2017,11,NJ,572
2017,12,NJ,609
2018,1,NJ,602
2018,2,NJ,600
2018,3,NJ,563
2018,4,NJ,564
2018,5,NJ,628
2018,6,NJ,605
2018,7,NJ,653
2018,8,NJ,671
2018,9,NJ,608
2018,10,NJ,626
2018,11,NJ,622
2018,12,NJ,626
2019,1,NJ,575
2019,2,NJ,529
2019,3,NJ,567
2019,4,NJ,488
2019,5,NJ,617
2019,6,NJ,510
2019,7,NJ,586
2019,8,NJ,593
2019,9,NJ,560
2019,10,NJ,558
2019,11,NJ,522
2019,12,NJ,559
2020,1,NJ,533
2020,2,NJ,506
2020,3,NJ,518
2020,4,NJ,477
2001,1,NY,2041
2001,2,NY,2331
2001,3,NY,2129
2001,4,NY,2053
2001,5,NY,2112
2001,6,NY,2357
2001,7,NY,1469
2001,8,NY,2340
2001,9,NY,2282
2001,10,NY,2102
2001,11,NY,2245
2001,12,NY,1989
2002,1,NY,1943
2002,2,NY,2080
2002,3,NY,1931
2002,4,NY,2037
2002,5,NY,2111
2002,6,NY,2086
2002,7,NY,2162
2002,8,NY,2222
2002,9,NY,2373
2002,10,NY,2049
2002,11,NY,2156
2002,12,NY,1999
2003,1,NY,1805
2003,2,NY,1842
2003,3,NY,1717
2003,4,NY,1802
2003,5,NY,1865
2003,6,NY,1833
2003,7,NY,1891
2003,8,NY,1918
2003,9,NY,1853
2003,10,NY,1733
2003,11,NY,1772
2003,12,NY,1714
2004,1,NY,1781
2004,2,NY,1729
2004,3,NY,1751
2004,4,NY,1727
2004,5,NY,1607
2004,6,NY,1742
2004,7,NY,1778
2004,8,NY,1799
2004,9,NY,1749
2004,10,NY,1677
2004,11,NY,1710
2004,12,NY,1624
2005,1,NY,1592
2005,2,NY,1604
2005,3,NY,1606
2005,4,NY,1665
2005,5,NY,1617
2005,6,NY,1726
2005,7,NY,1752
2005,8,NY,1643
2005,9,NY,1800
2005,10,NY,1683
2005,11,NY,1636
2005,12,NY,1622
2006,1,NY,1196
2006,2,NY,1114
2006,3,NY,1308
2006,4,NY,1166
2006,5,NY,1224
2006,6,NY,1296
2006,7,NY,1305
2006,8,NY,1352
2006,9,NY,1246
2006,10,NY,1199
2006,11,NY,1241
2006,12,NY,1329
2007,1,NY,1433
2007,2,NY,1569
2007,3,NY,1519
2007,4,NY,1630
2007,5,NY,1756
2007,6,NY,1751
2007,7,NY,1789
2007,8,NY,1842
2007,9,NY,1805
2007,10,NY,1749
2007,11,NY,1717
2007,12,NY,1653
2008,1,NY,1212
2008,2,NY,1244
2008,3,NY,1160
2008,4,NY,1195
2008,5,NY,1256
2008,6,NY,1266
2008,7,NY,1234
2008,8,NY,1214
2008,9,NY,1318
2008,10,NY,1218
2008,11,NY,1231
2008,12,NY,1137
2009,1,NY,1093
2009,2,NY,1082
2009,3,NY,1048
2009,4,NY,1128
2009,5,NY,1029
2009,6,NY,1139
2009,7,NY,1127
2009,8,NY,1096
2009,9,NY,1271
2009,10,NY,1147
2009,11,NY,1133
2009,12,NY,1124
2010,1,NY,1085
2010,2,NY,1052
2010,3,NY,1075
2010,4,NY,1110
2010,5,NY,1097
2010,6,NY,1178
2010,7,NY,1158
2010,8,NY,1257
2010,9,NY,1167
2010,10,NY,1117
2010,11,NY,1076
2010,12,NY,1106
2011,1,NY,1094
2011,2,NY,1068
2011,3,NY,1079
2011,4,NY,1132
2011,5,NY,1083
2011,6,NY,1154
2011,7,NY,1176
2011,8,NY,1195
2011,9,NY,1099
2011,10,NY,1175
2011,11,NY,1089
2011,12,NY,1077
2012,1,NY,1042
2012,2,NY,1050
2012,3,NY,1101
2012,4,NY,1115
2012,5,NY,1099
2012,6,NY,1148
2012,7,NY,1156
2012,8,NY,1156
2012,9,NY,1288
2012,10,NY,1201
2012,11,NY,1185
2012,12,NY,1165
2013,1,NY,1493
2013,2,NY,1472
2013,3,NY,1397
2013,4,NY,1580
2013,5,NY,1443
2013,6,NY,1495
2013,7,NY,1520
2013,8,NY,1535
2013,9,NY,1551
2013,10,NY,1519
2013,11,NY,1445
2013,12,NY,1460
2014,1,NY,1455
2014,2,NY,1498
2014,3,NY,1379
2014,4,NY,1427
2014,5,NY,1539
2014,6,NY,1554
2014,7,NY,1561
2014,8,NY,1566
2014,9,NY,1603
2014,10,NY,1529
2014,11,NY,1516
2014,12,NY,1376
2015,1,NY,1478
2015,2,NY,1470
2015,3,NY,1414
2015,4,NY,1520
2015,5,NY,1080
2015,6,NY,1938
2015,7,NY,1564
2015,8,NY,1589
2015,9,NY,1597
2015,10,NY,1499
2015,11,NY,1483
2015,12,NY,1446
2016,1,NY,1474
2016,2,NY,1449
2016,3,NY,1407
2016,4,NY,1461
2016,5,NY,1466
2016,6,NY,1501
2016,7,NY,1552
2016,8,NY,1567
2016,9,NY,1499
2016,10,NY,1397
2016,11,NY,1476
2016,12,NY,1459
2017,1,NY,1366
2017,2,NY,1336
2017,3,NY,1338
2017,4,NY,1502
2017,5,NY,1448
2017,6,NY,1476
2017,7,NY,1585
2017,8,NY,1625
2017,9,NY,1582
2017,10,NY,1494
2017,11,NY,1544
2017,12,NY,1515
2018,1,NY,1475
2018,2,NY,1448
2018,3,NY,1414
2018,4,NY,1427
2018,5,NY,1422
2018,6,NY,1400
2018,7,NY,1597
2018,8,NY,1624
2018,9,NY,1596
2018,10,NY,1507
2018,11,NY,1498
2018,12,NY,1668
2019,1,NY,1442
2019,2,NY,1368
2019,3,NY,1327
2019,4,NY,1365
2019,5,NY,1114
2019,6,NY,1459
2019,7,NY,1627
2019,8,NY,1468
2019,9,NY,1420
2019,10,NY,1355
2019,11,NY,1411
2019,12,NY,1307
2020,1,NY,1303
2020,2,NY,1362
2020,3,NY,1314
2020,4,NY,1292
2001,1,PA,3793
2001,2,PA,4247
2001,3,PA,3972
2001,4,PA,3707
2001,5,PA,4004
2001,6,PA,4098
2001,7,PA,4015
2001,8,PA,4177
2001,9,PA,3932
2001,10,PA,3945
2001,11,PA,3838
2001,12,PA,3656
2002,1,PA,3804
2002,2,PA,3691
2002,3,PA,3783
2002,4,PA,3973
2002,5,PA,4051
2002,6,PA,4246
2002,7,PA,4175
2002,8,PA,4005
2002,9,PA,3702
2002,10,PA,4143
2002,11,PA,3761
2002,12,PA,3755
2003,1,PA,3831
2003,2,PA,3733
2003,3,PA,3712
2003,4,PA,3825
2003,5,PA,3837
2003,6,PA,3996
2003,7,PA,4087
2003,8,PA,4330
2003,9,PA,3750
2003,10,PA,4026
2003,11,PA,3878
2003,12,PA,3768
2004,1,PA,3949
2004,2,PA,3612
2004,3,PA,3966
2004,4,PA,3780
2004,5,PA,4108
2004,6,PA,4139
2004,7,PA,4087
2004,8,PA,4255
2004,9,PA,3911
2004,10,PA,4010
2004,11,PA,3876
2004,12,PA,3966
2005,1,PA,3903
2005,2,PA,3793
2005,3,PA,4018
2005,4,PA,3754
2005,5,PA,3880
2005,6,PA,4180
2005,7,PA,4148
2005,8,PA,4266
2005,9,PA,4125
2005,10,PA,4005
2005,11,PA,4019
2005,12,PA,3858
2006,1,PA,3891
2006,2,PA,3760
2006,3,PA,4040
2006,4,PA,3774
2006,5,PA,4078
2006,6,PA,4142
2006,7,PA,4183
2006,8,PA,4341
2006,9,PA,4039
2006,10,PA,4146
2006,11,PA,3611
2006,12,PA,3916
2007,1,PA,3905
2007,2,PA,3793
2007,3,PA,4085
2007,4,PA,3887
2007,5,PA,4040
2007,6,PA,4178
2007,7,PA,4046
2007,8,PA,4361
2007,9,PA,4033
2007,10,PA,4180
2007,11,PA,4055
2007,12,PA,4018
2008,1,PA,4050
2008,2,PA,3860
2008,3,PA,4000
2008,4,PA,3985
2008,5,PA,4087
2008,6,PA,4258
2008,7,PA,4149
2008,8,PA,4040
2008,9,PA,4196
2008,10,PA,3946
2008,11,PA,3846
2008,12,PA,3715
2009,1,PA,3741
2009,2,PA,3263
2009,3,PA,3777
2009,4,PA,3464
2009,5,PA,3618
2009,6,PA,3578
2009,7,PA,3785
2009,8,PA,3967
2009,9,PA,3593
2009,10,PA,3708
2009,11,PA,3507
2009,12,PA,3550
2010,1,PA,3648
2010,2,PA,3427
2010,3,PA,3812
2010,4,PA,3797
2010,5,PA,3826
2010,6,PA,3929
2010,7,PA,4068
2010,8,PA,3948
2010,9,PA,3834
2010,10,PA,3737
2010,11,PA,3557
2010,12,PA,3875
2011,1,PA,4554
2011,2,PA,4089
2011,3,PA,4083
2011,4,PA,3899
2011,5,PA,4047
2011,6,PA,4240
2011,7,PA,4172
2011,8,PA,4257
2011,9,PA,4154
2011,10,PA,4132
2011,11,PA,4006
2011,12,PA,3952
2012,1,PA,3939
2012,2,PA,3880
2012,3,PA,4182
2012,4,PA,3786
2012,5,PA,4271
2012,6,PA,3773
2012,7,PA,4251
2012,8,PA,4219
2012,9,PA,4069
2012,10,PA,3995
2012,11,PA,3772
2012,12,PA,3902
2013,1,PA,3852
2013,2,PA,3894
2013,3,PA,4036
2013,4,PA,3821
2013,5,PA,4014
2013,6,PA,3993
2013,7,PA,4340
2013,8,PA,4126
2013,9,PA,4026
2013,10,PA,4076
2013,11,PA,3896
2013,12,PA,3969
2014,1,PA,4220
2014,2,PA,3891
2014,3,PA,4033
2014,4,PA,3848
2014,5,PA,4018
2014,6,PA,3970
2014,7,PA,4146
2014,8,PA,4294
2014,9,PA,4046
2014,10,PA,4112
2014,11,PA,3825
2014,12,PA,3915
2015,1,PA,3867
2015,2,PA,3886
2015,3,PA,4163
2015,4,PA,3823
2015,5,PA,3833
2015,6,PA,4051
2015,7,PA,4303
2015,8,PA,4003
2015,9,PA,4097
2015,10,PA,3976
2015,11,PA,3633
2015,12,PA,3769
2016,1,PA,3970
2016,2,PA,3835
2016,3,PA,3873
2016,4,PA,3695
2016,5,PA,3786
2016,6,PA,3965
2016,7,PA,4151
2016,8,PA,4154
2016,9,PA,4131
2016,10,PA,3964
2016,11,PA,3647
2016,12,PA,3958
2017,1,PA,3956
2017,2,PA,3871
2017,3,PA,3911
2017,4,PA,3903
2017,5,PA,3884
2017,6,PA,3999
2017,7,PA,4176
2017,8,PA,4302
2017,9,PA,3992
2017,10,PA,4027
2017,11,PA,3933
2017,12,PA,3935
2018,1,PA,3982
2018,2,PA,3978
2018,3,PA,3989
2018,4,PA,3977
2018,5,PA,4106
2018,6,PA,3960
2018,7,PA,4335
2018,8,PA,4540
2018,9,PA,4434
2018,10,PA,3923
2018,11,PA,3757
2018,12,PA,4175
2019,1,PA,4019
2019,2,PA,3840
2019,3,PA,4000
2019,4,PA,3845
2019,5,PA,4032
2019,6,PA,4084
2019,7,PA,4531
2019,8,PA,4649
2019,9,PA,4412
2019,10,PA,4372
2019,11,PA,4087
2019,12,PA,4047
2020,1,PA,4329
2020,2,PA,4044
2020,3,PA,4048
2020,4,PA,3554
2001,1,IL,3489
2001,2,IL,3900
2001,3,IL,3300
2001,4,IL,3005
2001,5,IL,3500
2001,6,IL,3737
2001,7,IL,3618
2001,8,IL,3400
2001,9,IL,3319
2001,10,IL,3313
2001,11,IL,3159
2001,12,IL,3041
2002,1,IL,2792
2002,2,IL,3190
2002,3,IL,3281
2002,4,IL,3095
2002,5,IL,3436
2002,6,IL,3674
2002,7,IL,3548
2002,8,IL,3474
2002,9,IL,3374
2002,10,IL,3283
2002,11,IL,3129
2002,12,IL,3011
2003,1,IL,3495
2003,2,IL,3402
2003,3,IL,3453
2003,4,IL,3635
2003,5,IL,3701
2003,6,IL,3819
2003,7,IL,3673
2003,8,IL,4054
2003,9,IL,3565
2003,10,IL,3534
2003,11,IL,3347
2003,12,IL,3362
2004,1,IL,3725
2004,2,IL,3572
2004,3,IL,3804
2004,4,IL,3743
2004,5,IL,4287
2004,6,IL,4122
2004,7,IL,4118
2004,8,IL,4100
2004,9,IL,4252
2004,10,IL,3951
2004,11,IL,4296
2004,12,IL,4038
2005,1,IL,3421
2005,2,IL,3623
2005,3,IL,3789
2005,4,IL,3701
2005,5,IL,3953
2005,6,IL,4283
2005,7,IL,3862
2005,8,IL,4118
2005,9,IL,3959
2005,10,IL,3718
2005,11,IL,3508
2005,12,IL,3953
2006,1,IL,3981
2006,2,IL,3725
2006,3,IL,3854
2006,4,IL,3780
2006,5,IL,3631
2006,6,IL,3758
2006,7,IL,3871
2006,8,IL,3974
2006,9,IL,3693
2006,10,IL,3673
2006,11,IL,3453
2006,12,IL,3525
2007,1,IL,3973
2007,2,IL,3442
2007,3,IL,3859
2007,4,IL,4194
2007,5,IL,3970
2007,6,IL,3893
2007,7,IL,3906
2007,8,IL,3890
2007,9,IL,3639
2007,10,IL,3750
2007,11,IL,3438
2007,12,IL,3475
2008,1,IL,3796
2008,2,IL,3751
2008,3,IL,3853
2008,4,IL,3695
2008,5,IL,3753
2008,6,IL,3787
2008,7,IL,4033
2008,8,IL,4007
2008,9,IL,3883
2008,10,IL,3855
2008,11,IL,3522
2008,12,IL,3570
2009,1,IL,3589
2009,2,IL,3294
2009,3,IL,3516
2009,4,IL,3226
2009,5,IL,3385
2009,6,IL,3443
2009,7,IL,3523
2009,8,IL,3627
2009,9,IL,3547
2009,10,IL,3502
2009,11,IL,3304
2009,12,IL,3550
2010,1,IL,3656
2010,2,IL,3641
2010,3,IL,3272
2010,4,IL,3518
2010,5,IL,3705
2010,6,IL,3752
2010,7,IL,3952
2010,8,IL,4072
2010,9,IL,3758
2010,10,IL,3644
2010,11,IL,3493
2010,12,IL,3718
2011,1,IL,3807
2011,2,IL,3493
2011,3,IL,3722
2011,4,IL,3574
2011,5,IL,3578
2011,6,IL,3750
2011,7,IL,3913
2011,8,IL,4132
2011,9,IL,3788
2011,10,IL,3718
2011,11,IL,3658
2011,12,IL,3711
2012,1,IL,3743
2012,2,IL,3649
2012,3,IL,3712
2012,4,IL,3644
2012,5,IL,3825
2012,6,IL,3818
2012,7,IL,4200
2012,8,IL,4048
2012,9,IL,3771
2012,10,IL,3686
2012,11,IL,3542
2012,12,IL,3640
2013,1,IL,3809
2013,2,IL,3677
2013,3,IL,3699
2013,4,IL,3587
2013,5,IL,3832
2013,6,IL,3568
2013,7,IL,3862
2013,8,IL,3939
2013,9,IL,3626
2013,10,IL,3679
2013,11,IL,3551
2013,12,IL,3559
2014,1,IL,3778
2014,2,IL,3618
2014,3,IL,3732
2014,4,IL,3408
2014,5,IL,3759
2014,6,IL,3722
2014,7,IL,3941
2014,8,IL,3887
2014,9,IL,3645
2014,10,IL,3639
2014,11,IL,3698
2014,12,IL,3502
2015,1,IL,3605
2015,2,IL,3498
2015,3,IL,3861
2015,4,IL,3414
2015,5,IL,3639
2015,6,IL,3648
2015,7,IL,3852
2015,8,IL,3733
2015,9,IL,3770
2015,10,IL,3476
2015,11,IL,3319
2015,12,IL,3316
2016,1,IL,3450
2016,2,IL,3471
2016,3,IL,3643
2016,4,IL,3448
2016,5,IL,3613
2016,6,IL,3576
2016,7,IL,4037
2016,8,IL,4080
2016,9,IL,3702
2016,10,IL,3614
2016,11,IL,3323
2016,12,IL,3675
2017,1,IL,3603
2017,2,IL,3237
2017,3,IL,3591
2017,4,IL,3459
2017,5,IL,3476
2017,6,IL,3707
2017,7,IL,3849
2017,8,IL,3734
2017,9,IL,3710
2017,10,IL,3599
2017,11,IL,3385
2017,12,IL,3619
2018,1,IL,3623
2018,2,IL,3458
2018,3,IL,3536
2018,4,IL,3442
2018,5,IL,3755
2018,6,IL,3997
2018,7,IL,3987
2018,8,IL,3956
2018,9,IL,3621
2018,10,IL,3539
2018,11,IL,3605
2018,12,IL,3596
2019,1,IL,3601
2019,2,IL,3318
2019,3,IL,3402
2019,4,IL,3164
2019,5,IL,3479
2019,6,IL,3487
2019,7,IL,3802
2019,8,IL,3719
2019,9,IL,3584
2019,10,IL,3420
2019,11,IL,3394
2019,12,IL,3371
2020,1,IL,3418
2020,2,IL,3417
2020,3,IL,3238
2020,4,IL,2915
2001,1,IN,3489
2001,2,IN,3511
2001,3,IN,3469
2001,4,IN,3673
2001,5,IN,3644
2001,6,IN,3651
2001,7,IN,3666
2001,8,IN,3764
2001,9,IN,3109
2001,10,IN,3510
2001,11,IN,3348
2001,12,IN,3246
2002,1,IN,3679
2002,2,IN,3609
2002,3,IN,3912
2002,4,IN,3856
2002,5,IN,4078
2002,6,IN,4151
2002,7,IN,3934
2002,8,IN,4239
2002,9,IN,4082
2002,10,IN,4074
2002,11,IN,3956
2002,12,IN,3910
2003,1,IN,3969
2003,2,IN,3792
2003,3,IN,3887
2003,4,IN,3950
2003,5,IN,4001
2003,6,IN,3852
2003,7,IN,3960
2003,8,IN,4131
2003,9,IN,3940
2003,10,IN,4051
2003,11,IN,3848
2003,12,IN,3901
2004,1,IN,3924
2004,2,IN,3936
2004,3,IN,4147
2004,4,IN,4058
2004,5,IN,4171
2004,6,IN,4130
2004,7,IN,4061
2004,8,IN,4197
2004,9,IN,4138
2004,10,IN,4139
2004,11,IN,3945
2004,12,IN,4083
2005,1,IN,3955
2005,2,IN,3883
2005,3,IN,4110
2005,4,IN,3978
2005,5,IN,4074
2005,6,IN,4165
2005,7,IN,3987
2005,8,IN,4304
2005,9,IN,4246
2005,10,IN,4156
2005,11,IN,4022
2005,12,IN,4064
2006,1,IN,4020
2006,2,IN,4008
2006,3,IN,4246
2006,4,IN,4080
2006,5,IN,4198
2006,6,IN,4225
2006,7,IN,4251
2006,8,IN,4424
2006,9,IN,4072
2006,10,IN,4102
2006,11,IN,3984
2006,12,IN,3920
2007,1,IN,3993
2007,2,IN,3963
2007,3,IN,4136
2007,4,IN,4102
2007,5,IN,4239
2007,6,IN,4219
2007,7,IN,4171
2007,8,IN,4449
2007,9,IN,4155
2007,10,IN,4375
2007,11,IN,4071
2007,12,IN,4116
2008,1,IN,4118
2008,2,IN,4103
2008,3,IN,4149
2008,4,IN,4114
2008,5,IN,4164
2008,6,IN,4117
2008,7,IN,4181
2008,8,IN,4163
2008,9,IN,4095
2008,10,IN,3994
2008,11,IN,3624
2008,12,IN,3589
2009,1,IN,3469
2009,2,IN,3406
2009,3,IN,3512
2009,4,IN,3419
2009,5,IN,3525
2009,6,IN,3442
2009,7,IN,3503
2009,8,IN,3845
2009,9,IN,3787
2009,10,IN,3825
2009,11,IN,3645
2009,12,IN,3677
2010,1,IN,3710
2010,2,IN,3670
2010,3,IN,3881
2010,4,IN,3855
2010,5,IN,4056
2010,6,IN,3854
2010,7,IN,3973
2010,8,IN,4066
2010,9,IN,3925
2010,10,IN,3896
2010,11,IN,3803
2010,12,IN,3862
2011,1,IN,3928
2011,2,IN,3738
2011,3,IN,4219
2011,4,IN,3879
2011,5,IN,4010
2011,6,IN,3890
2011,7,IN,4070
2011,8,IN,4134
2011,9,IN,4022
2011,10,IN,4119
2011,11,IN,3837
2011,12,IN,3927
2012,1,IN,4056
2012,2,IN,3873
2012,3,IN,4110
2012,4,IN,3978
2012,5,IN,4264
2012,6,IN,4005
2012,7,IN,4137
2012,8,IN,4211
2012,9,IN,3862
2012,10,IN,3982
2012,11,IN,3843
2012,12,IN,3846
2013,1,IN,4031
2013,2,IN,3837
2013,3,IN,4124
2013,4,IN,3930
2013,5,IN,4147
2013,6,IN,3997
2013,7,IN,4025
2013,8,IN,4200
2013,9,IN,3882
2013,10,IN,3952
2013,11,IN,3839
2013,12,IN,3842
2014,1,IN,3995
2014,2,IN,3806
2014,3,IN,4148
2014,4,IN,3956
2014,5,IN,4176
2014,6,IN,4205
2014,7,IN,4205
2014,8,IN,4329
2014,9,IN,4133
2014,10,IN,4122
2014,11,IN,3999
2014,12,IN,4017
2015,1,IN,4039
2015,2,IN,3792
2015,3,IN,4041
2015,4,IN,3895
2015,5,IN,4201
2015,6,IN,4131
2015,7,IN,4220
2015,8,IN,4141
2015,9,IN,4024
2015,10,IN,3967
2015,11,IN,3738
2015,12,IN,3842
2016,1,IN,3875
2016,2,IN,3917
2016,3,IN,3997
2016,4,IN,3704
2016,5,IN,3878
2016,6,IN,3918
2016,7,IN,4119
2016,8,IN,4231
2016,9,IN,3816
2016,10,IN,3673
2016,11,IN,3637
2016,12,IN,3663
2017,1,IN,3593
2017,2,IN,3375
2017,3,IN,3751
2017,4,IN,3510
2017,5,IN,3790
2017,6,IN,3775
2017,7,IN,3872
2017,8,IN,3888
2017,9,IN,3670
2017,10,IN,3578
2017,11,IN,3525
2017,12,IN,3411
2018,1,IN,3600
2018,2,IN,3465
2018,3,IN,3852
2018,4,IN,3666
2018,5,IN,3969
2018,6,IN,3785
2018,7,IN,3930
2018,8,IN,4128
2018,9,IN,3810
2018,10,IN,3795
2018,11,IN,3649
2018,12,IN,3644
2019,1,IN,3364
2019,2,IN,3210
2019,3,IN,3520
2019,4,IN,3400
2019,5,IN,3516
2019,6,IN,3405
2019,7,IN,3611
2019,8,IN,3668
2019,9,IN,3434
2019,10,IN,3336
2019,11,IN,3118
2019,12,IN,3133
2020,1,IN,3222
2020,2,IN,3482
2020,3,IN,3330
2020,4,IN,2646
2001,1,MI,2686
2001,2,MI,2800
2001,3,MI,2909
2001,4,MI,2899
2001,5,MI,3040
2001,6,MI,2853
2001,7,MI,2906
2001,8,MI,2878
2001,9,MI,2938
2001,10,MI,3028
2001,11,MI,2708
2001,12,MI,2531
2002,1,MI,2384
2002,2,MI,2753
2002,3,MI,2834
2002,4,MI,2893
2002,5,MI,2737
2002,6,MI,2982
2002,7,MI,2946
2002,8,MI,3025
2002,9,MI,2606
2002,10,MI,2868
2002,11,MI,2972
2002,12,MI,2537
2003,1,MI,3114
2003,2,MI,3144
2003,3,MI,3140
2003,4,MI,3478
2003,5,MI,3274
2003,6,MI,3396
2003,7,MI,3513
2003,8,MI,3328
2003,9,MI,3432
2003,10,MI,3300
2003,11,MI,3460
2003,12,MI,3234
2004,1,MI,2449
2004,2,MI,2937
2004,3,MI,3045
2004,4,MI,2670
2004,5,MI,3169
2004,6,MI,2969
2004,7,MI,2944
2004,8,MI,2962
2004,9,MI,2911
2004,10,MI,3017
2004,11,MI,3088
2004,12,MI,2706
2005,1,MI,2801
2005,2,MI,2741
2005,3,MI,2716
2005,4,MI,2640
2005,5,MI,3165
2005,6,MI,2920
2005,7,MI,2816
2005,8,MI,3030
2005,9,MI,3005
2005,10,MI,3104
2005,11,MI,2796
2005,12,MI,3011
2006,1,MI,2690
2006,2,MI,2930
2006,3,MI,2854
2006,4,MI,2786
2006,5,MI,2729
2006,6,MI,2838
2006,7,MI,2961
2006,8,MI,2737
2006,9,MI,3255
2006,10,MI,2862
2006,11,MI,2861
2006,12,MI,2591
2007,1,MI,2633
2007,2,MI,2707
2007,3,MI,2837
2007,4,MI,2673
2007,5,MI,2876
2007,6,MI,3033
2007,7,MI,2839
2007,8,MI,2837
2007,9,MI,2986
2007,10,MI,2996
2007,11,MI,2876
2007,12,MI,2586
2008,1,MI,2838
2008,2,MI,2727
2008,3,MI,2724
2008,4,MI,2612
2008,5,MI,2750
2008,6,MI,2877
2008,7,MI,2729
2008,8,MI,2694
2008,9,MI,2878
2008,10,MI,2735
2008,11,MI,2528
2008,12,MI,2411
2009,1,MI,2096
2009,2,MI,2322
2009,3,MI,2252
2009,4,MI,2202
2009,5,MI,2045
2009,6,MI,2306
2009,7,MI,2117
2009,8,MI,2397
