YEAR,MONTH,STATE,Coal,Geothermal,Hydroelectric Conventional,Natural Gas,Nuclear,Other,Other Biomass,Other Gases,Petroleum,Pumped Storage,Solar Thermal and Photovoltaic,Total,Wind,Wood and Wood Derived Fuels,Country
2016,3,LA,660616,0,95124,5407026,1493249,45613,8077,257715,329619,0,0,8501325,0,204286,US
2016,3,MA,125544,0,96878,1455281,498382,64731,80117,0,1768,-51859,57507,2361356,22473,10533,US
2016,3,MD,1072899,0,196523,465405,1081688,23006,30952,0,11628,0,20293,2965255,51543,11318,US
2016,3,ME,6069,0,318342,127296,0,30000,14806,0,2011,0,0,885727,138628,248575,US
2016,3,MI,2880615,0,156712,2352767,2799502,28261,82330,140346,67358,-22515,766,9016830,404562,126125,US
2016,3,MN,1565054,0,85828,732421,1293337,34756,57696,0,950,0,960,4805498,944223,90274,US
2016,3,MO,4206830,0,107152,326579,879028,414,7920,0,5563,4834,2514,5660813,118874,1104,US
2016,3,MS,275068,0,0,3751392,3560,449,1075,0,374,0,0,4160733,0,128814,US
2016,3,MT,963915,0,804441,51252,0,31837,0,1093,40607,0,0,2115713,220814,1754,US
2016,3,NC,1120552,0,520021,3668488,2914278,55144,46270,0,12473,0,310668,8789070,0,141176,US
2016,3,ND,1871993,0,151094,64801,0,3382,2440,4500,3384,0,0,2814316,712722,0,US
2016,3,NE,1365316,0,166839,16792,959742,0,8536,0,226,0,0,2861113,343661,0,US
2016,3,NH,3556,0,161888,105994,773858,4191,9574,0,988,0,0,1241178,44797,136332,US
2016,3,NJ,90132,0,2209,3345829,3114015,43020,78047,21483,15265,-12621,82739,6782264,2148,0,US
2016,3,NM,1107878,1286,17176,778036,0,59,1673,0,5123,0,62124,2350435,377078,0,US
2016,3,NV,88948,334869,172906,2108525,0,86,2040,135,374,0,188654,2929432,32895,0,US
2016,3,NY,42951,0,2368040,3954643,3378482,76152,134090,0,13885,-24735,13954,10398548,388296,52790,US
2016,3,OH,3767329,0,40801,2581465,1364358,2364,38593,85092,115898,0,6612,8154858,127203,25143,US
2016,3,OK,1007502,0,210829,2391271,0,3798,7975,0,2110,-9056,517,5624446,1990573,18927,US
2016,3,OR,0,18523,4121771,1016403,0,3630,29356,0,3,0,3786,5845191,600976,50742,US
2016,3,PA,2379497,0,302661,5068056,6566176,77642,166822,47584,35161,-36530,6889,15007491,354183,39350,US
2016,3,RI,0,0,335,610201,0,0,17835,0,2921,0,1628,634412,1492,0,US
2016,3,SC,1599824,0,258633,1067359,4509686,2903,14551,0,4165,-55135,384,7575062,0,172692,US
2016,3,SD,130062,0,298955,73713,0,0,0,0,419,0,0,788784,285634,0,US
2016,3,TN,1304192,0,777722,893177,2425489,1837,6503,1297,2639,-25388,7073,5474515,5972,74002,US
2016,3,TX,4502544,0,107124,18238085,3772477,49755,70118,244384,14821,0,53408,32765126,5647878,64532,US
2016,3,US-Total,72137851,1460328,27024903,103791198,66148894,1099202,1810378,1240681,1765562,-384067,2713095,304168045,21979271,3380748,US
2016,3,UT,1514500,46225,84956,672863,0,15528,6750,414,1933,0,32171,2459896,84556,0,US
2016,3,VA,1413470,0,154791,2888929,2126286,33790,86320,0,30367,-52780,393,6927503,0,245938,US
2016,3,VT,0,0,112423,67,0,0,1546,0,63,0,5745,188615,26056,42713,US
2016,3,WA,2625,0,7671426,549197,744868,4941,21512,37119,905,-487,62,9990258,818403,139687,US
2016,3,WI,1814278,0,234760,1825143,599550,4740,49036,0,11434,0,139,4739962,128174,72709,US
2016,3,WV,4866770,0,143176,114931,0,-619,376,1882,7934,0,0,5268373,133924,0,US
2016,3,WY,2807060,0,40653,64229,0,0,0,37338,1737,0,0,3384320,433303,0,US
2016,4,AK,27461,0,127516,181541,0,62,5062,0,54431,0,0,411990,15918,0,US
2016,4,AL,1976103,0,598864,3701412,3223322,0,3737,2221,1139,0,0,9744207,0,237408,US
2016,4,AR,1194061,0,260442,1472306,1326812,294,11119,0,1067,9388,2724,4373201,0,94988,US
2016,4,AZ,1676080,0,626987,2483846,2159340,0,3509,0,10046,3613,334205,7363195,49669,15899,US
2016,4,CA,25842,945759,2764269,5585283,1635303,56697,227842,127796,3357,-21612,1592961,14515787,1337289,235002,US
2016,4,CO,1963653,0,174800,1194487,0,4120,8485,0,121,-24885,35402,4221027,864844,0,US
2016,4,CT,-2403,0,23144,1655317,870970,49772,53701,0,2285,293,2096,2666296,1409,9712,US
2016,4,DC,0,0,0,3686,0,0,0,0,8,0,0,3693,0,0,US
2016,4,DE,0,0,0,712833,0,0,5937,30125,-2441,0,4077,751038,507,0,US
2016,4,FL,2451236,0,17558,13146190,2050473,261308,213001,311,248775,0,25201,18558456,0,144402,US
2016,4,GA,1622856,0,235487,4243652,2897736,10209,29839,0,22658,-33015,57082,9389324,0,302821,US
2016,4,HI,119139,18701,11573,0,0,19503,29137,3579,472350,0,6537,746929,66411,0,US
2016,4,IA,830347,0,93507,131903,437215,483,21551,0,4103,0,0,3853577,2334400,68,US
2016,4,ID,4173,7494,1182857,87251,0,6242,14313,0,4,0,0,1574722,230608,41781,US
2016,4,IL,4135743,0,10586,1165564,7532350,19071,46696,24956,6060,0,4129,13971522,1026367,0,US
2016,4,IN,5120110,0,35892,1093002,0,30543,36471,167166,113556,0,19699,7067787,451348,0,US
2016,4,KS,1175358,0,1487,128428,878858,0,7084,0,-198,0,210,3490848,1299622,0,US
2016,4,KY,4560061,0,243383,581278,0,3729,7624,0,100914,0,0,5532138,0,35150,US
2016,4,LA,582072,0,107940,5154322,1527513,53620,8231,230212,403869,0,0,8263205,0,195426,US
2016,4,MA,122637,0,80915,1575850,489091,72677,88889,0,3668,-45454,50272,2465925,19963,7418,US
2016,4,MD,688533,0,137904,405359,1280694,28573,36772,0,11886,0,21219,2664866,43700,10226,US
2016,4,ME,3975,0,275258,243703,0,30240,14279,0,1244,0,0,891088,130192,192196,US
2016,4,MI,2246128,0,160355,2775330,2203252,28923,84145,134200,78740,-45246,1446,8106335,334736,104325,US
2016,4,MN,1227922,0,87416,840369,1254592,34778,57140,0,1466,0,971,4740024,1164828,70541,US
2016,4,MO,4202537,0,54030,616959,18165,4,8137,0,3641,-5860,2499,5035480,132104,3263,US
2016,4,MS,87899,0,0,3154536,964026,471,1102,0,742,0,0,4321375,0,112599,US
2016,4,MT,817871,0,978934,46023,0,27940,0,636,28164,0,0,2066926,165753,1606,US
2016,4,NC,1383298,0,267604,3193530,3240068,56123,49074,0,14053,0,317177,8669975,0,149048,US
2016,4,ND,1528907,0,135760,52874,0,3223,2512,3957,1110,0,0,2527717,799374,0,US
2016,4,NE,1164736,0,172897,59502,922325,0,8406,0,653,0,0,2714578,386060,0,US
2016,4,NH,4282,0,157033,509419,901301,4316,9585,0,2707,0,0,1697737,38404,70691,US
2016,4,NJ,87133,0,1626,3256486,2460942,45418,80861,19702,7897,-8887,74771,6028049,2099,0,US
2016,4,NM,686056,1180,16837,735198,0,62,1547,0,5015,0,64493,1820739,310351,0,US
2016,4,NV,71468,313139,228030,2068763,0,92,2104,0,1084,0,201441,2917450,31329,0,US
2016,4,NY,49245,0,2300052,4099709,2510168,67686,125545,0,20325,-34042,14052,9457897,259962,45195,US
2016,4,OH,4892411,0,46905,2215702,913623,2371,39634,83138,84051,0,5662,8422191,113964,24730,US
2016,4,OK,705590,0,181639,2721883,0,4873,7535,0,920,-7424,510,5295430,1662902,17001,US
2016,4,OR,0,15825,3737968,424905,0,3740,29505,0,3,0,3833,5040558,773374,51405,US
2016,4,PA,3400667,0,221731,4488064,5925178,70932,159316,51495,41125,-39222,5244,14624879,275036,25313,US
2016,4,RI,0,0,251,386996,0,0,15311,0,1415,0,1489,406398,934,0,US
2016,4,SC,1529664,0,181234,797207,4644225,3006,14556,0,4820,-68728,341,7261290,0,154967,US
2016,4,SD,151565,0,326518,93424,0,0,0,0,157,0,0,890524,318860,0,US
2016,4,TN,1722907,0,427086,713624,2454848,1306,6579,1292,8089,-40100,6048,5370912,4233,65000,US
2016,4,TX,6334218,0,105794,17329141,3650088,58332,70898,192487,16637,0,54424,32624089,4750352,61717,US
2016,4,US-Total,72021512,1339541,25475328,99561121,62365118,1123321,1818843,1148702,1831360,-451878,2949033,292835675,20744802,2908873,US
2016,4,UT,1261784,37443,86156,789493,0,14163,6790,774,4100,0,33072,2283916,50142,0,US
2016,4,VA,897635,0,122210,1459800,2406862,38523,92150,0,15584,-90281,629,5146561,0,203450,US
2016,4,VT,0,0,88088,15,0,0,1595,0,74,0,4929,140940,24244,21994,US
2016,4,WA,2670,0,7955420,323114,814036,5089,22434,35921,922,-416,82,9993557,698969,135317,US
2016,4,WI,1775547,0,242173,1282992,771742,5386,48717,0,14136,0,108,4360037,151021,68214,US
2016,4,WV,5256361,0,109165,106482,0,-581,387,1599,9362,0,0,5602972,120197,0,US
2016,4,WY,2255976,0,72044,72367,0,0,0,37138,5466,0,0,2746317,303326,0,US
2016,5,AK,39963,0,108064,193792,0,0,4252,0,55990,0,0,414758,12698,0,US
2016,5,AL,2449895,0,378885,4639438,3491478,0,3999,0,3456,0,0,11238395,0,271245,US
2016,5,AR,898370,0,232216,1576198,1347755,294,8158,0,4372,5016,3308,4158774,0,83086,US
2016,5,AZ,2202268,0,593774,2725002,2393507,0,3755,0,3963,6555,405711,8405921,55038,16350,US
2016,5,CA,27322,1059718,3172234,6110945,846524,67407,254955,126416,19811,113303,1950600,15585980,1601599,235146,US
2016,5,CO,2164752,0,181747,1028783,0,4456,6854,0,823,-26894,45877,4146554,739735,422,US
2016,5,CT,-2078,0,24140,1489034,1042398,50582,53601,0,15080,224,2556,2698619,1094,21989,US
2016,5,DC,0,0,0,3826,0,0,0,0,8,0,0,3833,0,0,US
2016,5,DE,2311,0,0,618698,0,0,6527,26582,1107,0,5006,660645,413,0,US
2016,5,FL,2988095,0,17454,13785278,2699532,292099,227957,474,234065,0,31129,20432797,0,156714,US
2016,5,GA,3150972,0,218349,4611693,2873674,8416,29941,0,16946,-53942,69880,11272195,0,346265,US
2016,5,HI,129852,16895,10060,0,0,13676,24993,2755,533404,0,7950,790729,51144,0,US
2016,5,IA,1170754,0,89584,377987,442094,147,21994,0,14531,0,0,3452889,1335798,0,US
2016,5,ID,4791,8246,1056911,189250,0,6747,14767,0,4,0,0,1515349,190310,44323,US
2016,5,IL,3663469,0,10456,1121718,7887317,21326,50004,14927,6985,0,5087,13636496,855207,0,US
2016,5,IN,5011444,0,28938,1696340,0,35545,38962,162335,10775,0,24117,7411054,402599,0,US
2016,5,KS,1524717,0,1535,203083,903726,0,5643,0,3450,0,254,3746140,1103731,0,US
2016,5,KY,4565167,0,280702,648166,0,1042,8237,0,118851,0,0,5640004,0,17841,US
2016,5,LA,825167,0,90303,5830200,1600716,55734,8928,131588,413797,0,0,9179684,0,223251,US
2016,5,MA,26850,0,66576,2093036,495025,82427,98698,0,3645,-31194,63056,2924307,18366,7821,US
2016,5,MD,562117,0,157900,441361,1311965,32109,40470,0,11323,0,25180,2621564,27707,11431,US
2016,5,ME,4833,0,245512,313085,0,29021,16484,0,1766,0,0,911571,107947,192924,US
2016,5,MI,2833820,0,152894,2782465,2741748,33148,91215,142221,80783,-63044,1756,9227003,314840,115158,US
2016,5,MN,1602310,0,83331,865293,1275493,38089,60090,0,1925,0,1182,4746386,730220,88452,US
2016,5,MO,4294891,0,121870,487780,538222,488,8771,0,9229,31775,3755,5566109,69328,0,US
2016,5,MS,258019,0,0,4427085,1064006,410,1173,0,560,0,0,5864032,0,112779,US
2016,5,MT,515052,0,1352681,55613,0,29133,0,630,27377,0,0,2123473,141173,1813,US
2016,5,NC,1871670,0,343657,3052564,3868212,59961,51095,0,22260,0,374431,9807978,0,164130,US
2016,5,ND,1694432,0,171079,66916,0,3461,320,2401,2653,0,0,2566411,625149,0,US
2016,5,NE,1439812,0,166065,40475,941429,0,8609,0,238,0,0,2859717,263088,0,US
2016,5,NH,0,0,115009,424273,931020,4863,10685,0,1206,0,0,1637985,29317,121611,US
2016,5,NJ,99092,0,1854,3192354,2045308,42203,78275,11738,8631,-16818,94142,5558573,1794,0,US
2016,5,NM,1222286,1335,16391,784134,0,34,1507,0,5282,0,75822,2443421,336629,0,US
2016,5,NV,67696,327599,194738,2366862,0,0,2243,0,90,0,259965,3244689,25496,0,US
2016,5,NY,125762,0,2318166,4695530,3080965,82241,144837,0,13722,-30118,15370,10735768,238644,50649,US
2016,5,OH,4392090,0,36644,1392825,1400996,1713,42382,49173,122792,0,6980,7553344,88906,18842,US
2016,5,OK,809029,0,301166,3141517,0,2491,6973,0,973,-7276,527,5976355,1701679,19276,US
2016,5,OR,0,15236,3208816,483794,0,4180,31445,0,3,0,4651,4652430,853246,51059,US
2016,5,PA,3886698,0,250981,4768956,7222125,80861,168005,48135,39814,-32642,6531,16668225,187440,41320,US
2016,5,RI,0,0,270,659858,0,0,18868,0,1511,0,1823,683357,1027,0,US
2016,5,SC,1445827,0,198889,1302550,4619904,4564,15317,0,9600,-89923,417,7687956,0,180811,US
2016,5,SD,155542,0,201515,81298,0,0,0,0,107,0,0,675486,237024,0,US
2016,5,TN,2466871,0,393968,831877,2354043,1940,7303,1207,13093,-63723,7438,6095358,3037,78304,US
2016,5,TX,8879690,0,132097,19388051,2697161,55232,70755,182761,26081,0,54505,36658836,5096910,75594,US
2016,5,US-Total,81727928,1475933,25362380,110901106,66576493,1211236,1929311,976830,1924416,-320717,3603388,317337192,18795469,3173419,US
2016,5,UT,1485325,46903,83181,773941,0,16587,7348,745,3156,0,46812,2530060,66063,0,US
2016,5,VA,1232177,0,159898,3028459,2735099,39012,96827,0,26684,-61612,763,7458844,0,201537,US
2016,5,VT,0,0,85820,121,0,0,1716,0,79,0,6582,151628,23709,33601,US
2016,5,WA,1665,0,7754881,628481,829788,5514,22967,32924,1208,-404,90,10184695,796527,111054,US
2016,5,WI,2214580,0,232858,1247495,895263,4730,50961,0,8737,0,134,4856483,123103,78623,US
2016,5,WV,4868609,0,150550,162496,0,-651,447,1712,15823,0,0,5273070,74085,0,US
2016,5,WY,2453953,0,167773,71132,0,0,0,38106,6648,0,0,3001260,263648,0,US
2016,6,AK,35746,0,105731,190469,0,171,3516,0,52545,0,0,400041,11864,0,US
2016,6,AL,3026721,0,320728,5338249,3564000,0,3915,2138,4221,0,0,12540488,0,280514,US
2016,6,AR,2026368,0,283287,2243128,1314652,43,6412,0,7570,2726,3162,5984680,0,97332,US
2016,6,AZ,2716916,0,640259,4155356,2839398,0,3676,0,3062,26464,392869,10838065,45925,14140,US
2016,6,CA,24629,998060,3276818,8961807,1526133,70198,241034,119656,14041,159231,1879799,19185347,1651292,262649,US
2016,6,CO,2644234,0,189362,1362922,0,4363,6546,0,451,-19623,49080,4794643,557223,86,US
2016,6,CT,-1562,0,16636,1367301,1157289,49479,53242,0,3062,52,2850,2668790,1023,19419,US
2016,6,DC,0,0,0,4962,0,0,0,0,9,0,0,4971,0,0,US
2016,6,DE,7160,0,0,828233,0,0,6449,28694,930,0,6222,878074,386,0,US
2016,6,FL,4000340,0,16287,15057744,2613753,267539,214505,293,272872,0,27661,22623832,0,152836,US
2016,6,GA,4246016,0,200605,5358431,2884017,8044,28108,0,18540,-107886,69347,13072223,0,367001,US
2016,6,HI,120589,18071,10650,0,0,18500,24002,3393,497971,0,9234,765798,63388,0,US
2016,6,IA,2790254,0,84669,321590,329420,498,20728,0,9980,0,0,4866094,1308955,0,US
2016,6,ID,4859,7600,899461,255863,0,6508,14068,0,4,0,0,1418079,188659,41057,US
2016,6,IL,5956421,0,10098,1568933,8136620,20176,48244,26341,4337,0,6558,16370463,592736,0,US
2016,6,IN,6597097,0,38126,1828778,0,41032,37933,172692,8489,0,27862,9032292,280282,0,US
2016,6,KS,2336270,0,1134,327760,860319,0,5357,0,2640,0,243,4517576,983853,0,US
2016,6,KY,5656676,0,214984,815265,0,6681,7997,0,118888,0,2235,6851163,0,28436,US
2016,6,LA,1296263,0,82994,6149396,1164011,56832,8726,131028,429955,0,0,9539655,0,220450,US
2016,6,MA,119238,0,41802,2379899,471322,66293,82375,0,7608,-34134,77917,3239251,16938,9993,US
2016,6,MD,1317406,0,67103,429268,1232424,31695,39356,0,11854,0,26472,3201605,33540,12486,US
2016,6,ME,3655,0,211386,299232,0,31635,16756,0,6601,0,0,903800,116475,218060,US
2016,6,MI,3791623,0,138114,2691178,2903807,16848,78141,148510,87566,-103164,1678,10175012,302095,118617,US
2016,6,MN,1876256,0,77444,848881,1215999,34466,55364,0,3421,0,1215,4916183,702681,100456,US
2016,6,MO,5623775,0,94493,814590,865798,666,8133,0,6853,54113,4322,7544757,65558,6456,US
2016,6,MS,592430,0,0,4868722,704577,489,1168,0,1255,0,0,6302057,0,133416,US
2016,6,MT,864727,0,1045442,64674,0,26000,0,908,35339,0,0,2188013,149058,1864,US
2016,6,NC,4236266,0,250552,3271763,3715208,58356,49714,0,21770,0,399140,12163402,0,160634,US
2016,6,ND,2112189,0,194154,82875,0,3545,0,4351,4595,0,0,3031505,629794,0,US
2016,6,NE,1834357,0,153362,151397,838200,0,7776,0,691,0,973,3246790,260034,0,US
2016,6,NH,139,0,60341,396328,899774,4524,10563,0,2352,0,0,1541859,32709,135128,US
2016,6,NJ,98181,0,563,4037047,1979733,47409,82321,21046,9737,-20209,113304,6370807,1674,0,US
2016,6,NM,2020432,1279,13281,873736,0,67,1397,0,2225,0,73683,3193408,207307,0,US
2016,6,NV,217366,287480,195244,2855417,0,122,2203,0,2670,0,253247,3844638,30889,0,US
2016,6,NY,149021,0,2180481,5355486,3106979,76485,137545,0,15435,-44001,20054,11338315,278449,62382,US
2016,6,OH,6138152,0,44186,2372511,1461338,2434,40824,86050,118124,0,9497,10371750,75515,23119,US
2016,6,OK,1543121,0,240034,4025251,0,3858,6208,0,3359,-4084,557,7217878,1379770,19805,US
2016,6,OR,101684,12158,2476546,1129465,0,3939,30717,0,1077,0,4820,4595828,784611,50812,US
2016,6,PA,4668007,0,135216,6214011,6380087,72192,159479,42543,36945,-53953,9465,17921747,216671,41085,US
2016,6,RI,0,0,147,627980,0,0,17748,0,1385,0,2135,650351,955,0,US
2016,6,SC,2125144,0,137972,1514236,4748599,5240,14338,0,11127,-130555,510,8611948,0,185338,US
2016,6,SD,204107,0,347354,105051,0,0,0,0,71,0,0,902421,245837,0,US
2016,6,TN,3471859,0,431282,1174627,2388043,802,7195,1117,13374,-81488,9470,7495419,1116,78023,US
2016,6,TX,12958678,0,104076,21674062,3587020,60258,67309,234331,15479,0,68327,42665556,3819216,76801,US
2016,6,US-Total,116226799,1363693,22902144,131882935,67175324,1163602,1828888,1084575,1944788,-497303,3610007,368417873,16318378,3414045,US
2016,6,UT,2225661,39044,73188,881643,0,14416,7193,525,2532,0,46939,3372479,81338,0,US
2016,6,VA,1561049,0,99720,4094167,2610155,42254,98429,0,43584,-140375,730,8656731,0,247018,US
2016,6,VT,0,0,73004,14,0,0,1672,0,81,0,8146,154291,25643,45731,US
2016,6,WA,176651,0,7095814,790648,814125,5350,22239,31917,4100,-417,95,9864111,779383,144207,US
2016,6,WI,3173074,0,212906,1522778,862524,4853,47857,0,9292,0,189,5985166,92994,58698,US
2016,6,WV,6248111,0,115244,137476,0,-658,410,2163,9350,0,0,6604233,92137,0,US
2016,6,WY,3289440,0,199862,62335,0,0,0,26880,5367,0,0,3794289,210404,0,US
2016,7,AK,41022,0,108191,220568,0,0,4405,0,53403,0,0,437680,10091,0,US
2016,7,AL,3816159,0,331168,6008489,3531594,0,4053,2909,4227,0,0,13981654,0,283057,US
2016,7,AR,2648180,0,283663,2182642,1353779,96,8351,0,1455,1044,3378,6586853,0,104265,US
2016,7,AZ,3169307,0,710926,4892257,2896109,0,3805,0,3857,24021,412466,12176262,46485,17028,US
2016,7,CA,26092,1056845,3422018,10421165,1695468,74402,250371,120744,16427,46578,2206376,21332252,1700180,295586,US
2016,7,CO,2978440,0,162009,1551480,0,4555,6922,0,619,-26736,52482,5365678,635686,221,US
2016,7,CT,9832,0,19531,1623026,1545157,51463,54994,0,15543,759,3679,3345314,850,20480,US
2016,7,DC,0,0,0,5537,0,0,0,0,17,0,0,5554,0,0,US
2016,7,DE,120230,0,0,1004125,0,0,6588,32628,4887,0,7015,1175803,330,0,US
2016,7,FL,4763788,0,15778,16271425,2645505,285738,224908,403,446361,0,26016,24844406,0,164485,US
2016,7,GA,4861405,0,195443,5768243,3023733,7055,30181,0,18050,-132105,77622,14244319,0,394692,US
2016,7,HI,134505,19016,8484,0,0,18620,26206,3426,562311,0,11972,844803,60264,0,US
2016,7,IA,3297138,0,75413,439184,433422,0,22140,0,10649,0,0,5263454,985474,34,US
2016,7,ID,5344,7920,910282,340620,0,7015,14955,0,4,0,0,1495186,187448,21597,US
2016,7,IL,6417070,0,10190,2525651,8624830,21856,49836,22156,4037,0,7418,18084559,401513,0,US
2016,7,IN,7258335,0,42082,1945278,0,38623,39412,166126,10605,0,30969,9695784,164354,0,US
2016,7,KS,2587412,0,1272,338359,877570,0,5708,0,2123,0,260,4889007,1076304,0,US
2016,7,KY,6725252,0,334005,941510,0,3213,8218,0,132390,0,1969,8177578,0,31021,US
2016,7,LA,1667049,0,97144,6680535,1571527,58141,8979,159306,425960,0,0,10888346,0,219704,US
2016,7,MA,147416,0,43482,2813380,501420,75203,91772,0,31925,-48626,87276,3769668,14951,11468,US
2016,7,MD,1788205,0,34819,1000700,1280694,29973,38051,0,16161,0,30372,4254912,24984,10953,US
2016,7,ME,5611,0,221325,518922,0,31576,16873,0,5605,0,0,1128883,104006,224965,US
2016,7,MI,4078724,0,120782,3065615,2684056,30704,92748,127771,93717,-110282,1793,10598969,271604,141737,US
2016,7,MN,2191362,0,70196,1116650,1263080,34625,55941,0,5007,0,1319,5398685,556128,104377,US
2016,7,MO,6390609,0,116494,853166,888624,592,8325,0,4304,-23534,4799,8309643,59995,6268,US
2016,7,MS,721936,0,0,5155077,294454,302,1223,0,1553,0,0,6307370,0,132826,US
2016,7,MT,1443099,0,791588,85635,0,26227,0,1,43665,0,0,2516284,124175,1894,US
2016,7,NC,5323649,0,275218,3805890,3804927,61604,49751,0,18698,0,439812,13945705,0,166155,US
2016,7,ND,2755794,0,194709,105641,0,3536,332,3231,1269,0,0,3562027,497515,0,US
2016,7,NE,2198645,0,135208,118437,926877,0,8403,0,1110,0,1039,3604583,214864,0,US
2016,7,NH,58575,0,56945,571466,928958,4761,10682,0,7461,0,0,1813175,27936,146393,US
2016,7,NJ,136960,0,1199,5110312,1355168,44684,80708,16249,10143,-27180,128130,6857828,1455,0,US
2016,7,NM,1957017,1354,10967,1084350,0,33,1561,0,2875,0,79897,3427884,289830,0,US
2016,7,NV,443914,288421,156206,3025869,0,0,2287,0,2309,0,282066,4232033,30960,0,US
2016,7,NY,323529,0,2179872,6805672,3666857,81196,144467,0,65551,-39755,20955,13527396,220071,58982,US
2016,7,OH,7134295,0,43801,2836864,1582681,1676,42217,73104,113216,0,10643,11913506,50500,24508,US
2016,7,OK,2017392,0,191269,4261663,0,4015,7182,0,447,-9546,587,8218857,1725526,20323,US
2016,7,OR,254768,11131,1971398,1495467,0,4092,31970,0,991,0,5651,4649056,818178,55410,US
2016,7,PA,6201486,0,89749,7570627,7326891,73484,165566,45668,47209,-58297,10819,21673306,157889,42217,US
2016,7,RI,0,0,203,788306,0,0,17849,0,1891,0,2382,811521,890,0,US
2016,7,SC,2611499,0,143990,1859009,4894614,4546,14997,0,7512,-139064,575,9598008,0,200329,US
2016,7,SD,226965,0,459542,127317,0,0,0,0,192,0,0,1017073,203058,0,US
2016,7,TN,3655808,0,478206,1230433,2689567,1549,7272,1438,16193,-72328,10713,8102457,1725,81882,US
2016,7,TX,13905700,0,59428,24209151,3710475,64614,71747,245572,15263,0,74764,48118731,5674135,87884,US
2016,7,US-Total,136504152,1424090,21246811,151859551,70349347,1211632,1909982,1065966,2318011,-783894,4096920,412449500,17594607,3652325,US
2016,7,UT,2531340,39403,63087,903281,0,15287,7416,768,2266,0,50933,3699241,85459,0,US
2016,7,VA,1791280,0,111280,4962427,2630540,37138,94638,0,64089,-168456,779,9822255,0,298539,US
2016,7,VT,0,0,74311,82,0,0,1723,0,152,0,9138,145863,19508,40949,US
2016,7,WA,620280,0,5957975,1301605,830056,5398,23698,35670,2201,-387,95,9671595,734630,160374,US
2016,7,WI,3670524,0,189383,1767338,890714,4622,50154,0,13844,0,762,6752371,83304,81724,US
2016,7,WV,7316659,0,112816,95333,0,-585,400,2651,6377,0,0,7602707,69056,0,US
2016,7,WY,4074553,0,163764,53768,0,0,0,6146,1890,0,0,4563417,263297,0,US
2016,8,AK,44606,0,122576,217387,0,0,4092,0,59278,0,0,456344,8405,0,US
2016,8,AL,3784840,0,439382,6017841,3611119,0,3979,2769,3832,0,0,14146503,0,282742,US
2016,8,AR,2605526,0,231941,2234731,1359698,129,7621,0,1593,2626,3140,6556907,0,109901,US
2016,8,AZ,3277893,0,648840,4850611,2938674,0,3735,0,1893,16140,341478,12116514,21451,15798,US
2016,8,CA,23586,1064926,2866192,11364349,1685863,71129,244375,113374,5052,-53675,2131863,21267554,1450311,300208,US
2016,8,CO,2907208,0,122667,1365188,0,4390,6716,0,544,-34024,43329,5002934,585255,1661,US
2016,8,CT,11595,0,20854,1734716,1465939,51156,54317,0,29201,188,3209,3393899,722,22001,US
2016,8,DC,0,0,0,5643,0,0,0,0,48,0,0,5691,0,0,US
2016,8,DE,108870,0,0,947219,0,0,6536,31960,4794,0,5812,1105464,274,0,US
2016,8,FL,4499365,0,16443,16325540,1970869,287435,224535,780,390658,0,25645,23905363,0,164093,US
2016,8,GA,4620932,0,225332,5531652,3027478,7530,29265,0,17689,-138996,85549,13781127,0,374696,US
2016,8,HI,127484,24613,8582,0,0,20064,31858,3285,589254,0,10301,879114,63675,0,US
2016,8,IA,3159722,0,67972,508045,427221,451,21830,0,10728,0,0,4987108,791140,0,US
2016,8,ID,5470,8030,778494,485347,0,6883,14663,0,4,0,5686,1475557,139131,31848,US
2016,8,IL,6402097,0,9209,2273014,8602582,20861,50012,27411,4815,0,6079,17728925,332847,0,US
2016,8,IN,7231731,0,42869,2003637,0,37010,38846,205049,7745,0,28276,9743099,147935,0,US
2016,8,KS,2773055,0,1351,314182,884908,0,5458,0,548,0,242,4864227,884483,0,US
2016,8,KY,6856076,0,366173,901480,0,1780,8244,0,127520,0,1948,8295689,0,32469,US
2016,8,LA,1393370,0,93970,6088106,1578739,64965,8702,156078,436848,0,0,10047453,0,226676,US
2016,8,MA,148976,0,45130,2836189,397177,75903,91967,0,23935,-53194,73826,3664893,14341,10643,US
2016,8,MD,1852031,0,46391,1074904,1268992,29324,37566,0,23171,0,30524,4390928,20724,7301,US
2016,8,ME,4719,0,210102,561516,0,34157,16943,0,12208,0,0,1182453,111013,231795,US
2016,8,MI,4000923,0,103703,3682336,2850747,27604,91317,112699,96901,-112469,1908,11195095,202630,136796,US
2016,8,MN,2288404,0,62710,1351648,1267730,34661,56123,0,2685,0,1740,5639060,464684,108676,US
2016,8,MO,6410506,0,90213,788899,893101,509,8915,0,5323,1122,4997,8262390,52313,6492,US
2016,8,MS,643883,0,0,5158275,1045677,499,1189,0,1284,0,0,6977941,0,127135,US
2016,8,MT,1507089,0,571948,103752,0,26283,0,349,41857,0,0,2364711,111536,1897,US
2016,8,NC,5296299,0,323630,3930778,3796676,61552,49451,0,18044,0,416823,14061855,0,168601,US
2016,8,ND,2778813,0,191332,123770,0,3449,11,4271,1622,0,0,3623127,519859,0,US
2016,8,NE,2314009,0,119929,129682,918888,0,8139,0,1264,0,966,3701412,208535,0,US
2016,8,NH,48302,0,53813,639608,926246,4786,10846,0,4577,0,0,1861728,27594,145956,US
